,lesion,mental status changes,malaise,anorexia,bedridden,hyperkalemia,hemodynamically stable,ascites,wheelchair bound,guaiac positive,yellow sputum,pleuritic pain,pruritus,asthenia,patient non compliance,lethargy,rale,haemorrhage,feeling suicidal,acute episodes,bleeding from anus,bowel obstruction,coughing up blood,cyst,dark stool from digested blood,dehydration,difficulty speaking,dull pain,facial swelling,flank pain,fluid in the abdomen,hand swelling,kidney failure,leaking of urine,low oxygen in the body,malnutrition,mental confusion,problems with coordination,sadness,swelling under the skin,tongue swelling,weakness of one side of the body,decreased smell,grinding teeth,pulsating sensation,vocal outbursts,inattention,bladder spasms,irregular heartbeat,enlarged finger tips,self-neglect,thin  stools,bad taste in mouth,flashbacks,overactive bladder,chronic pain,learning disability,nail clubbing,apathy,hallucinations,decreased urination,female facial hair,diogenes syndrome,strange smell,choking,blunted affect,shuffling gait,urine leaking,shaking,lack of motivation,hiccups,excessive gas,watery eyes,thick saliva,ptosis,foul smelling stools,eyelashes falling out,watery mouth,black colored stools,telangiectasia,lack of facial expressions,difficulty staying awake during day,metallic taste in mouth,sneezing,bloating,impaired judgement,attention deficit,loss of coordination,tenderness to touch,jaw locking,vaginal pain,impotence,fits of rage,coarse hair,change in vision,delirium,lack of emotion,regurgitation of food,leg swelling,pain when moving eyes,muscle stiffness,taste of acid in mouth,spasms,vision loss,throat tightness,flushed skin,tires quickly,testicles shrinkage,unable to bear weight,restless,sore tongue,joint warmth,proteinuria,cloudy vision,nail discoloration,compulsive behavior,loss of balance,nosebleed,stool color & texture changes,vaginal itching,rectal bleeding,excessive facial hair growth,cracks at corner of mouth,hemolysis,curved spine,swollen gums,adhd,frequent infections,hearing voices,joint stiffness,ringing in ears,abnormal facial expressions,red colored urine,excessive body hair growth,excessive exercising,tightness,hunger,low libido,change in stools,difficulty starting urine stream,disorganized speech,hyperactivity,bald spots,short attention span,abdominal lump,blue colored skin,joint instability,increased appetite,difficulty finding words,discharge from nipple,heaviness,low self-esteem,bloody sputum,coated tongue,decreased movement,scaling,heartburn,spots on tonsils,no menstrual periods,flaking skin,difficulty breathing through nose,dysphagia,hearing loss,pleurisy,blood in semen,red colored stools,eye crusting with sleep,breast discharge,impulsive behavior,change in hair texture,sensitive to light,black colored skin,mucus,eyelid redness,burning urination,finger pain,flat affect,blood on toilet tissue,grooved tongue,nail separation,binge eating,difficulty talking,loss of temperature sensation,impulsivity,difficulty sleeping,heavy menstrual bleeding,hemolytic anemia,food cravings,poor concentration,late menstrual period,bulge,red gums,eye floaters,early morning waking,tiredness,feeling faint,joint locking,gum sores,nighttime wheezing,splinter hemorrhage,loss of smell,fear of gaining weight,belching,furry tongue,involuntary head turning,skin irritation,damaged teeth enamel,post nasal drip,distorted body image,spots on throat,tearing in one eye,frightening dreams,hoarse voice,pounding heart,inability to exercise,poor hygiene,increased passing gas,feel no air,delusions,joint deformity,emotional detachment,low testosterone,yellow skin,swollen tonsils,joint redness,loss of taste sensation,high blood pressure,swollen joints,drinking excessive fluids,brittle hair,bleeding easily,jaundice,ear ache,sore throat,agitation,constipation,chest pressure,overweight,numbness,abdominal pain,nausea,back pain,vertigo,chill,distress respiratory,hoarseness,wheezing,drowsiness,labored breathing,fatigue,fever,diarrhea,dizziness,urinary urgency,shortness of breath,palpitation,aggression,ankle pain,arm pain,bleeding,blood in urine,blurred vision,bruising,confusion,phlegm,dark urine,disorientation,double vision,drooping eyelid,dry mouth,dry skin,elbow pain,skin rash,fainting,fast heart rate,foot pain,groin pain,hand pain,hip pain,insomnia,knee pain,leg pain,loss of appetite,low blood pressure,nasal congestion,neck pain,noisy breathing,pain during urination,pelvic pain,rectal pain,runny nose,shoulder pain,slurred speech,stomach cramps,swollen knee,urinary retention,vaginal discharge,vomiting blood,wrist pain,cloudy urine,easy bruising,mouth sores,vaginal dryness,dry eyes,loss of speech,cold feet,decreased appetite,swollen lymph nodes,peeling skin,tingling,involuntary movements,spasticity, shaking chills,bitter almond odor on breath,rectal incontinence,bleeding gums,swollen tongue,impaired social skills,frequent bowel movements,pale skin,mood swings,excessive sweating,change in bowel habits,burning mouth,morning stiffness,bad breath,binge drinking,difficulty urinating,stiff neck,cloudy urine with strong odor,weight gain,hot flashes,cold hands,aphasia,skin bumps,hair loss,discharge from penis,echophrasia,warm to touch face,sweat,dyspnea,distended stomach,weight loss,muscle twitch,sleepiness,tremor,fall,bleeding of vagina,cough,pain chest,muscle cramps,crying,rapid breathing,muscle pain,slow heart rate,testicle pain,toe pain,blackouts,joint pain,vomiting,enlarged  pupils,painful intercourse,hyperventilating,red  eyes,shaking hands,swollen lips,headache,red spots on the skin,swollen glands,memory loss,bulging veins,irregular menstrual periods,easily distracted,white patches on tongue,difficulty swallowing,sensitive to heat,red  tongue,curved fingernails,weakness,sensitivity to cold,difficulty concentrate,seizures,broken bone,painful bowel movements,missed menstrual period,creaking joints,increased thirst,abnormal gait,painful erection,restless  legs,!lesion,!mental status changes,!malaise,!anorexia,!bedridden,!hyperkalemia,!hemodynamically stable,!ascites,!wheelchair bound,!guaiac positive,!yellow sputum,!pleuritic pain,!pruritus,!asthenia,!patient non compliance,!lethargy,!rale,!haemorrhage,!feeling suicidal,!acute episodes,!bleeding from anus,!bowel obstruction,!coughing up blood,!cyst,!dark stool from digested blood,!dehydration,!difficulty speaking,!dull pain,!facial swelling,!flank pain,!fluid in the abdomen,!hand swelling,!kidney failure,!leaking of urine,!low oxygen in the body,!malnutrition,!mental confusion,!problems with coordination,!sadness,!swelling under the skin,!tongue swelling,!weakness of one side of the body,!decreased smell,!grinding teeth,!pulsating sensation,!vocal outbursts,!inattention,!bladder spasms,!irregular heartbeat,!enlarged finger tips,!self-neglect,!thin  stools,!bad taste in mouth,!flashbacks,!overactive bladder,!chronic pain,!learning disability,!nail clubbing,!apathy,!hallucinations,!decreased urination,!female facial hair,!diogenes syndrome,!strange smell,!choking,!blunted affect,!shuffling gait,!urine leaking,!shaking,!lack of motivation,!hiccups,!excessive gas,!watery eyes,!thick saliva,!ptosis,!foul smelling stools,!eyelashes falling out,!watery mouth,!black colored stools,!telangiectasia,!lack of facial expressions,!difficulty staying awake during day,!metallic taste in mouth,!sneezing,!bloating,!impaired judgement,!attention deficit,!loss of coordination,!tenderness to touch,!jaw locking,!vaginal pain,!impotence,!fits of rage,!coarse hair,!change in vision,!delirium,!lack of emotion,!regurgitation of food,!leg swelling,!pain when moving eyes,!muscle stiffness,!taste of acid in mouth,!spasms,!vision loss,!throat tightness,!flushed skin,!tires quickly,!testicles shrinkage,!unable to bear weight,!restless,!sore tongue,!joint warmth,!proteinuria,!cloudy vision,!nail discoloration,!compulsive behavior,!loss of balance,!nosebleed,!stool color & texture changes,!vaginal itching,!rectal bleeding,!excessive facial hair growth,!cracks at corner of mouth,!hemolysis,!curved spine,!swollen gums,!adhd,!frequent infections,!hearing voices,!joint stiffness,!ringing in ears,!abnormal facial expressions,!red colored urine,!excessive body hair growth,!excessive exercising,!tightness,!hunger,!low libido,!change in stools,!difficulty starting urine stream,!disorganized speech,!hyperactivity,!bald spots,!short attention span,!abdominal lump,!blue colored skin,!joint instability,!increased appetite,!difficulty finding words,!discharge from nipple,!heaviness,!low self-esteem,!bloody sputum,!coated tongue,!decreased movement,!scaling,!heartburn,!spots on tonsils,!no menstrual periods,!flaking skin,!difficulty breathing through nose,!dysphagia,!hearing loss,!pleurisy,!blood in semen,!red colored stools,!eye crusting with sleep,!breast discharge,!impulsive behavior,!change in hair texture,!sensitive to light,!black colored skin,!mucus,!eyelid redness,!burning urination,!finger pain,!flat affect,!blood on toilet tissue,!grooved tongue,!nail separation,!binge eating,!difficulty talking,!loss of temperature sensation,!impulsivity,!difficulty sleeping,!heavy menstrual bleeding,!hemolytic anemia,!food cravings,!poor concentration,!late menstrual period,!bulge,!red gums,!eye floaters,!early morning waking,!tiredness,!feeling faint,!joint locking,!gum sores,!nighttime wheezing,!splinter hemorrhage,!loss of smell,!fear of gaining weight,!belching,!furry tongue,!involuntary head turning,!skin irritation,!damaged teeth enamel,!post nasal drip,!distorted body image,!spots on throat,!tearing in one eye,!frightening dreams,!hoarse voice,!pounding heart,!inability to exercise,!poor hygiene,!increased passing gas,!feel no air,!delusions,!joint deformity,!emotional detachment,!low testosterone,!yellow skin,!swollen tonsils,!joint redness,!loss of taste sensation,!high blood pressure,!swollen joints,!drinking excessive fluids,!brittle hair,!bleeding easily,!jaundice,!ear ache,!sore throat,!agitation,!constipation,!chest pressure,!overweight,!numbness,!abdominal pain,!nausea,!back pain,!vertigo,!chill,!distress respiratory,!hoarseness,!wheezing,!drowsiness,!labored breathing,!fatigue,!fever,!diarrhea,!dizziness,!urinary urgency,!shortness of breath,!palpitation,!aggression,!ankle pain,!arm pain,!bleeding,!blood in urine,!blurred vision,!bruising,!confusion,!phlegm,!dark urine,!disorientation,!double vision,!drooping eyelid,!dry mouth,!dry skin,!elbow pain,!skin rash,!fainting,!fast heart rate,!foot pain,!groin pain,!hand pain,!hip pain,!insomnia,!knee pain,!leg pain,!loss of appetite,!low blood pressure,!nasal congestion,!neck pain,!noisy breathing,!pain during urination,!pelvic pain,!rectal pain,!runny nose,!shoulder pain,!slurred speech,!stomach cramps,!swollen knee,!urinary retention,!vaginal discharge,!vomiting blood,!wrist pain,!cloudy urine,!easy bruising,!mouth sores,!vaginal dryness,!dry eyes,!loss of speech,!cold feet,!decreased appetite,!swollen lymph nodes,!peeling skin,!tingling,!involuntary movements,!spasticity,! shaking chills,!bitter almond odor on breath,!rectal incontinence,!bleeding gums,!swollen tongue,!impaired social skills,!frequent bowel movements,!pale skin,!mood swings,!excessive sweating,!change in bowel habits,!burning mouth,!morning stiffness,!bad breath,!binge drinking,!difficulty urinating,!stiff neck,!cloudy urine with strong odor,!weight gain,!hot flashes,!cold hands,!aphasia,!skin bumps,!hair loss,!discharge from penis,!echophrasia,!warm to touch face,!sweat,!dyspnea,!distended stomach,!weight loss,!muscle twitch,!sleepiness,!tremor,!fall,!bleeding of vagina,!cough,!pain chest,!muscle cramps,!crying,!rapid breathing,!muscle pain,!slow heart rate,!testicle pain,!toe pain,!blackouts,!joint pain,!vomiting,!enlarged  pupils,!painful intercourse,!hyperventilating,!red  eyes,!shaking hands,!swollen lips,!headache,!red spots on the skin,!swollen glands,!memory loss,!bulging veins,!irregular menstrual periods,!easily distracted,!white patches on tongue,!difficulty swallowing,!sensitive to heat,!red  tongue,!curved fingernails,!weakness,!sensitivity to cold,!difficulty concentrate,!seizures,!broken bone,!painful bowel movements,!missed menstrual period,!creaking joints,!increased thirst,!abnormal gait,!painful erection,!restless  legs,Sum,Age18-35,Age35-55,Age55+,Female,Male
abdominal aortic aneurysm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,623,1,1,1,600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,423,1,1,1,517,1,1,1,1,1,1,1,1,1,1,1,1,1,693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,395,686,1,1,1,1,1,1,1,1,1,1,445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,482,407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,727,1,1,507,733,1,456,1,1,1,1,1,1,1,706,1,1,755,1,1,546,1,1,1,1,1,1,755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,736,1,1,540,1,1,1,1,1,1,1,1,726,1,1,1,411,1,1,1,1,1,1,1,1,588,1,1,1,599,1,1,1,1,1,1,1,1,1,390,1,1,1,1,1,1,1,1,407,1,1,1,1,1,1,1,1,695,1,1,1,1,1,1,1,642,477,1,1,1,1,1,1,601,1,1,1,623,502,1,1,1,1,1,1,1,1,1,1,1,452,1,1,1,1,1,1,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,140,762,762,762,163,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,340,762,762,762,246,762,762,762,762,762,762,762,762,762,762,762,762,762,70,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,368,77,762,762,762,762,762,762,762,762,762,762,318,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,281,356,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,87,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,36,762,762,256,30,762,307,762,762,762,762,762,762,762,57,762,762,8,762,762,217,762,762,762,762,762,762,8,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,27,762,762,223,762,762,762,762,762,762,762,762,37,762,762,762,352,762,762,762,762,762,762,762,762,175,762,762,762,164,762,762,762,762,762,762,762,762,762,373,762,762,762,762,762,762,762,762,356,762,762,762,762,762,762,762,762,68,762,762,762,762,762,762,762,121,286,762,762,762,762,762,762,162,762,762,762,140,261,762,762,762,762,762,762,762,762,762,762,762,311,762,762,762,762,762,762,763,162,187,414,367,396
addison's disease,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,687,1,1,1,1,1,1,1,1,461,1,428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,714,1,1,1,1,1,1,1,1,1,1,1,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,310,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,64,750,750,750,750,750,750,750,750,290,750,323,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,274,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,34,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,37,750,750,750,750,750,750,750,750,750,750,750,751,171,167,413,445,306
adult adhd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,661,1,1,1,1,1,623,1,1,1,897,1,1,1,1,1,1,1,1,1,1,1,1,468,1,1,1,1,1,1,645,1,1,1,1,1,1,1,1,657,887,475,1,1,1,1,595,753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,501,1,1,1,852,1,495,510,1,1,1,1,1,1,1,1,1,841,1,518,1,1,1,1,1,1,1,556,1,1,1,1,763,1,683,1,1,1,1,534,1,1,736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,904,1,1,1,1,1,1,1,1,1,1,1,631,1,1,730,1,1,1,1,840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,848,1,1,1,1,1,1,558,1,576,1,1,1,1,1,1,1,1,1,1,1,1,1,851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,816,1,1,595,1,1,1,881,1,1,1,1,1,1,864,1,1,1,1,1,1,1,1,1,825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,690,1,1,1,839,1,1,495,1,1,1,754,1,1,618,506,1,1,1,1,597,1,1,1,1,1,1,1,1,1,1,1,1,852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,651,1,1,1,1,1,1,1,631,1,1,1,1,1,725,1,1,1,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,246,906,906,906,906,906,284,906,906,906,10,906,906,906,906,906,906,906,906,906,906,906,906,439,906,906,906,906,906,906,262,906,906,906,906,906,906,906,906,250,20,432,906,906,906,906,312,154,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,406,906,906,906,55,906,412,397,906,906,906,906,906,906,906,906,906,66,906,389,906,906,906,906,906,906,906,351,906,906,906,906,144,906,224,906,906,906,906,373,906,906,171,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,3,906,906,906,906,906,906,906,906,906,906,906,276,906,906,177,906,906,906,906,67,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,59,906,906,906,906,906,906,349,906,331,906,906,906,906,906,906,906,906,906,906,906,906,906,56,906,906,906,906,906,906,906,906,906,906,906,906,906,906,91,906,906,312,906,906,906,26,906,906,906,906,906,906,43,906,906,906,906,906,906,906,906,906,82,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,217,906,906,906,68,906,906,412,906,906,906,153,906,906,289,401,906,906,906,906,310,906,906,906,906,906,906,906,906,906,906,906,906,55,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,386,906,906,906,906,906,906,906,906,906,906,906,906,906,906,256,906,906,906,906,906,906,906,276,906,906,906,906,906,182,906,906,906,907,113,120,674,337,570
alzheimer's disease,1,1,1,1,600,504,1,1,462,1,1,1,1,1,1,450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,692,1,701,426,1,724,1,1,1,1,1,1,472,379,1,1,1,387,1,719,586,1,1,591,1,474,508,1,1,655,1,1,510,1,631,679,726,1,1,1,1,1,1,1,1,1,1,420,1,1,1,1,409,686,681,1,1,1,1,544,1,1,617,363,1,1,1,467,1,1,1,1,1,1,1,1,511,1,1,1,1,1,500,569,1,1,1,1,1,1,1,1,1,501,1,416,1,1,535,1,1,1,1,1,1,1,1,373,1,676,481,1,1,1,1,578,1,1,1,1,1,1,1,1,1,1,708,1,1,383,1,1,1,1,1,555,1,1,1,1,1,1,1,494,1,1,1,1,551,1,611,1,1,1,1,672,1,1,1,1,377,1,597,1,1,1,1,614,1,1,1,1,1,1,1,1,1,1,577,1,1,1,401,1,1,647,1,514,1,1,1,1,1,1,1,1,570,1,1,1,1,712,1,1,1,483,1,588,414,1,568,1,1,1,680,1,424,445,624,632,517,1,696,526,1,1,532,1,663,703,605,1,1,675,1,724,599,722,1,1,567,1,1,1,1,715,1,1,521,1,505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,532,612,1,719,1,1,477,535,707,1,1,503,1,1,684,1,1,636,1,1,1,1,1,1,1,1,1,1,507,1,627,1,668,542,411,1,574,1,1,375,460,629,369,451,1,414,1,1,1,1,1,680,1,1,454,484,617,597,1,1,1,1,1,653,1,1,709,1,489,674,1,1,1,1,1,651,1,708,432,623,1,1,1,1,364,1,1,725,725,725,725,126,222,725,725,264,725,725,725,725,725,725,276,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,34,725,25,300,725,2,725,725,725,725,725,725,254,347,725,725,725,339,725,7,140,725,725,135,725,252,218,725,725,71,725,725,216,725,95,47,1,725,725,725,725,725,725,725,725,725,725,306,725,725,725,725,317,40,45,725,725,725,725,182,725,725,109,363,725,725,725,259,725,725,725,725,725,725,725,725,215,725,725,725,725,725,226,157,725,725,725,725,725,725,725,725,725,225,725,310,725,725,191,725,725,725,725,725,725,725,725,353,725,50,245,725,725,725,725,148,725,725,725,725,725,725,725,725,725,725,18,725,725,343,725,725,725,725,725,171,725,725,725,725,725,725,725,232,725,725,725,725,175,725,115,725,725,725,725,54,725,725,725,725,349,725,129,725,725,725,725,112,725,725,725,725,725,725,725,725,725,725,149,725,725,725,325,725,725,79,725,212,725,725,725,725,725,725,725,725,156,725,725,725,725,14,725,725,725,243,725,138,312,725,158,725,725,725,46,725,302,281,102,94,209,725,30,200,725,725,194,725,63,23,121,725,725,51,725,2,127,4,725,725,159,725,725,725,725,11,725,725,205,725,221,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,194,114,725,7,725,725,249,191,19,725,725,223,725,725,42,725,725,90,725,725,725,725,725,725,725,725,725,725,219,725,99,725,58,184,315,725,152,725,725,351,266,97,357,275,725,312,725,725,725,725,725,46,725,725,272,242,109,129,725,725,725,725,725,73,725,725,17,725,237,52,725,725,725,725,725,75,725,18,294,103,725,725,725,725,362,725,725,726,74,153,499,366,360
anal cancer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,724,1,463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,834,1,1,1,1,1,1,1,1,1,1,1,720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,730,1,1,789,1,1,749,1,1,1,1,1,1,1,737,1,735,787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,790,616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,804,1,1,1,1,905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,672,1,1,706,1,1,1,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,320,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,415,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,193,916,454,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,276,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,83,916,916,916,916,916,916,916,916,916,916,916,197,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,187,916,916,128,916,916,168,916,916,916,916,916,916,916,180,916,182,130,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,127,301,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,113,916,916,916,916,12,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,383,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,245,916,916,211,916,916,916,917,239,232,446,433,484
