,lesion,mental status changes,malaise,anorexia,bedridden,hyperkalemia,hemodynamically stable,ascites,wheelchair bound,guaiac positive,yellow sputum,pleuritic pain,pruritus,asthenia,patient non compliance,lethargy,rale,haemorrhage,feeling suicidal,acute episodes,bleeding from anus,bowel obstruction,coughing up blood,cyst,dark stool from digested blood,dehydration,difficulty speaking,dull pain,facial swelling,flank pain,fluid in the abdomen,hand swelling,kidney failure,leaking of urine,low oxygen in the body,malnutrition,mental confusion,problems with coordination,sadness,swelling under the skin,tongue swelling,weakness of one side of the body,decreased smell,grinding teeth,pulsating sensation,vocal outbursts,inattention,bladder spasms,irregular heartbeat,enlarged finger tips,self-neglect,thin  stools,bad taste in mouth,flashbacks,overactive bladder,chronic pain,learning disability,nail clubbing,apathy,hallucinations,decreased urination,female facial hair,diogenes syndrome,strange smell,choking,blunted affect,shuffling gait,urine leaking,shaking,lack of motivation,hiccups,excessive gas,watery eyes,thick saliva,ptosis,foul smelling stools,eyelashes falling out,watery mouth,black colored stools,telangiectasia,lack of facial expressions,difficulty staying awake during day,metallic taste in mouth,sneezing,bloating,impaired judgement,attention deficit,loss of coordination,tenderness to touch,jaw locking,vaginal pain,impotence,fits of rage,coarse hair,change in vision,delirium,lack of emotion,regurgitation of food,leg swelling,pain when moving eyes,muscle stiffness,taste of acid in mouth,spasms,vision loss,throat tightness,flushed skin,tires quickly,testicles shrinkage,unable to bear weight,restless,sore tongue,joint warmth,proteinuria,cloudy vision,nail discoloration,compulsive behavior,loss of balance,nosebleed,stool color & texture changes,vaginal itching,rectal bleeding,excessive facial hair growth,cracks at corner of mouth,hemolysis,curved spine,swollen gums,adhd,frequent infections,hearing voices,joint stiffness,ringing in ears,abnormal facial expressions,red colored urine,excessive body hair growth,excessive exercising,tightness,hunger,low libido,change in stools,difficulty starting urine stream,disorganized speech,hyperactivity,bald spots,short attention span,abdominal lump,blue colored skin,joint instability,increased appetite,difficulty finding words,discharge from nipple,heaviness,low self-esteem,bloody sputum,coated tongue,decreased movement,scaling,heartburn,spots on tonsils,no menstrual periods,flaking skin,difficulty breathing through nose,dysphagia,hearing loss,pleurisy,blood in semen,red colored stools,eye crusting with sleep,breast discharge,impulsive behavior,change in hair texture,sensitive to light,black colored skin,mucus,eyelid redness,burning urination,finger pain,flat affect,blood on toilet tissue,grooved tongue,nail separation,binge eating,difficulty talking,loss of temperature sensation,impulsivity,difficulty sleeping,heavy menstrual bleeding,hemolytic anemia,food cravings,poor concentration,late menstrual period,bulge,red gums,eye floaters,early morning waking,tiredness,feeling faint,joint locking,gum sores,nighttime wheezing,splinter hemorrhage,loss of smell,fear of gaining weight,belching,furry tongue,involuntary head turning,skin irritation,damaged teeth enamel,post nasal drip,distorted body image,spots on throat,tearing in one eye,frightening dreams,hoarse voice,pounding heart,inability to exercise,poor hygiene,increased passing gas,feel no air,delusions,joint deformity,emotional detachment,low testosterone,yellow skin,swollen tonsils,joint redness,loss of taste sensation,high blood pressure,swollen joints,drinking excessive fluids,brittle hair,bleeding easily,jaundice,ear ache,sore throat,agitation,constipation,chest pressure,overweight,numbness,abdominal pain,nausea,back pain,vertigo,chill,distress respiratory,hoarseness,wheezing,drowsiness,labored breathing,fatigue,fever,diarrhea,dizziness,urinary urgency,shortness of breath,palpitation,aggression,ankle pain,arm pain,bleeding,blood in urine,blurred vision,bruising,confusion,phlegm,dark urine,disorientation,double vision,drooping eyelid,dry mouth,dry skin,elbow pain,skin rash,fainting,fast heart rate,foot pain,groin pain,hand pain,hip pain,insomnia,knee pain,leg pain,loss of appetite,low blood pressure,nasal congestion,neck pain,noisy breathing,pain during urination,pelvic pain,rectal pain,runny nose,shoulder pain,slurred speech,stomach cramps,swollen knee,urinary retention,vaginal discharge,vomiting blood,wrist pain,cloudy urine,easy bruising,mouth sores,vaginal dryness,dry eyes,loss of speech,cold feet,decreased appetite,swollen lymph nodes,peeling skin,tingling,involuntary movements,spasticity, shaking chills,bitter almond odor on breath,rectal incontinence,bleeding gums,swollen tongue,impaired social skills,frequent bowel movements,pale skin,mood swings,excessive sweating,change in bowel habits,burning mouth,morning stiffness,bad breath,binge drinking,difficulty urinating,stiff neck,cloudy urine with strong odor,weight gain,hot flashes,cold hands,aphasia,skin bumps,hair loss,discharge from penis,echophrasia,warm to touch face,sweat,dyspnea,distended stomach,weight loss,muscle twitch,sleepiness,tremor,fall,bleeding of vagina,cough,pain chest,muscle cramps,crying,rapid breathing,muscle pain,slow heart rate,testicle pain,toe pain,blackouts,joint pain,vomiting,enlarged  pupils,painful intercourse,hyperventilating,red  eyes,shaking hands,swollen lips,headache,red spots on the skin,swollen glands,memory loss,bulging veins,irregular menstrual periods,easily distracted,white patches on tongue,difficulty swallowing,sensitive to heat,red  tongue,curved fingernails,weakness,sensitivity to cold,difficulty concentrate,seizures,broken bone,painful bowel movements,missed menstrual period,creaking joints,increased thirst,abnormal gait,painful erection,restless  legs,!lesion,!mental status changes,!malaise,!anorexia,!bedridden,!hyperkalemia,!hemodynamically stable,!ascites,!wheelchair bound,!guaiac positive,!yellow sputum,!pleuritic pain,!pruritus,!asthenia,!patient non compliance,!lethargy,!rale,!haemorrhage,!feeling suicidal,!acute episodes,!bleeding from anus,!bowel obstruction,!coughing up blood,!cyst,!dark stool from digested blood,!dehydration,!difficulty speaking,!dull pain,!facial swelling,!flank pain,!fluid in the abdomen,!hand swelling,!kidney failure,!leaking of urine,!low oxygen in the body,!malnutrition,!mental confusion,!problems with coordination,!sadness,!swelling under the skin,!tongue swelling,!weakness of one side of the body,!decreased smell,!grinding teeth,!pulsating sensation,!vocal outbursts,!inattention,!bladder spasms,!irregular heartbeat,!enlarged finger tips,!self-neglect,!thin  stools,!bad taste in mouth,!flashbacks,!overactive bladder,!chronic pain,!learning disability,!nail clubbing,!apathy,!hallucinations,!decreased urination,!female facial hair,!diogenes syndrome,!strange smell,!choking,!blunted affect,!shuffling gait,!urine leaking,!shaking,!lack of motivation,!hiccups,!excessive gas,!watery eyes,!thick saliva,!ptosis,!foul smelling stools,!eyelashes falling out,!watery mouth,!black colored stools,!telangiectasia,!lack of facial expressions,!difficulty staying awake during day,!metallic taste in mouth,!sneezing,!bloating,!impaired judgement,!attention deficit,!loss of coordination,!tenderness to touch,!jaw locking,!vaginal pain,!impotence,!fits of rage,!coarse hair,!change in vision,!delirium,!lack of emotion,!regurgitation of food,!leg swelling,!pain when moving eyes,!muscle stiffness,!taste of acid in mouth,!spasms,!vision loss,!throat tightness,!flushed skin,!tires quickly,!testicles shrinkage,!unable to bear weight,!restless,!sore tongue,!joint warmth,!proteinuria,!cloudy vision,!nail discoloration,!compulsive behavior,!loss of balance,!nosebleed,!stool color & texture changes,!vaginal itching,!rectal bleeding,!excessive facial hair growth,!cracks at corner of mouth,!hemolysis,!curved spine,!swollen gums,!adhd,!frequent infections,!hearing voices,!joint stiffness,!ringing in ears,!abnormal facial expressions,!red colored urine,!excessive body hair growth,!excessive exercising,!tightness,!hunger,!low libido,!change in stools,!difficulty starting urine stream,!disorganized speech,!hyperactivity,!bald spots,!short attention span,!abdominal lump,!blue colored skin,!joint instability,!increased appetite,!difficulty finding words,!discharge from nipple,!heaviness,!low self-esteem,!bloody sputum,!coated tongue,!decreased movement,!scaling,!heartburn,!spots on tonsils,!no menstrual periods,!flaking skin,!difficulty breathing through nose,!dysphagia,!hearing loss,!pleurisy,!blood in semen,!red colored stools,!eye crusting with sleep,!breast discharge,!impulsive behavior,!change in hair texture,!sensitive to light,!black colored skin,!mucus,!eyelid redness,!burning urination,!finger pain,!flat affect,!blood on toilet tissue,!grooved tongue,!nail separation,!binge eating,!difficulty talking,!loss of temperature sensation,!impulsivity,!difficulty sleeping,!heavy menstrual bleeding,!hemolytic anemia,!food cravings,!poor concentration,!late menstrual period,!bulge,!red gums,!eye floaters,!early morning waking,!tiredness,!feeling faint,!joint locking,!gum sores,!nighttime wheezing,!splinter hemorrhage,!loss of smell,!fear of gaining weight,!belching,!furry tongue,!involuntary head turning,!skin irritation,!damaged teeth enamel,!post nasal drip,!distorted body image,!spots on throat,!tearing in one eye,!frightening dreams,!hoarse voice,!pounding heart,!inability to exercise,!poor hygiene,!increased passing gas,!feel no air,!delusions,!joint deformity,!emotional detachment,!low testosterone,!yellow skin,!swollen tonsils,!joint redness,!loss of taste sensation,!high blood pressure,!swollen joints,!drinking excessive fluids,!brittle hair,!bleeding easily,!jaundice,!ear ache,!sore throat,!agitation,!constipation,!chest pressure,!overweight,!numbness,!abdominal pain,!nausea,!back pain,!vertigo,!chill,!distress respiratory,!hoarseness,!wheezing,!drowsiness,!labored breathing,!fatigue,!fever,!diarrhea,!dizziness,!urinary urgency,!shortness of breath,!palpitation,!aggression,!ankle pain,!arm pain,!bleeding,!blood in urine,!blurred vision,!bruising,!confusion,!phlegm,!dark urine,!disorientation,!double vision,!drooping eyelid,!dry mouth,!dry skin,!elbow pain,!skin rash,!fainting,!fast heart rate,!foot pain,!groin pain,!hand pain,!hip pain,!insomnia,!knee pain,!leg pain,!loss of appetite,!low blood pressure,!nasal congestion,!neck pain,!noisy breathing,!pain during urination,!pelvic pain,!rectal pain,!runny nose,!shoulder pain,!slurred speech,!stomach cramps,!swollen knee,!urinary retention,!vaginal discharge,!vomiting blood,!wrist pain,!cloudy urine,!easy bruising,!mouth sores,!vaginal dryness,!dry eyes,!loss of speech,!cold feet,!decreased appetite,!swollen lymph nodes,!peeling skin,!tingling,!involuntary movements,!spasticity,! shaking chills,!bitter almond odor on breath,!rectal incontinence,!bleeding gums,!swollen tongue,!impaired social skills,!frequent bowel movements,!pale skin,!mood swings,!excessive sweating,!change in bowel habits,!burning mouth,!morning stiffness,!bad breath,!binge drinking,!difficulty urinating,!stiff neck,!cloudy urine with strong odor,!weight gain,!hot flashes,!cold hands,!aphasia,!skin bumps,!hair loss,!discharge from penis,!echophrasia,!warm to touch face,!sweat,!dyspnea,!distended stomach,!weight loss,!muscle twitch,!sleepiness,!tremor,!fall,!bleeding of vagina,!cough,!pain chest,!muscle cramps,!crying,!rapid breathing,!muscle pain,!slow heart rate,!testicle pain,!toe pain,!blackouts,!joint pain,!vomiting,!enlarged  pupils,!painful intercourse,!hyperventilating,!red  eyes,!shaking hands,!swollen lips,!headache,!red spots on the skin,!swollen glands,!memory loss,!bulging veins,!irregular menstrual periods,!easily distracted,!white patches on tongue,!difficulty swallowing,!sensitive to heat,!red  tongue,!curved fingernails,!weakness,!sensitivity to cold,!difficulty concentrate,!seizures,!broken bone,!painful bowel movements,!missed menstrual period,!creaking joints,!increased thirst,!abnormal gait,!painful erection,!restless  legs,Sum,Age18-35,Age35-55,Age55+,Female,Male,%-%pleuritic pain%-%Low%-%,%-%pleuritic pain%-%Medium%-%,%-%pleuritic pain%-%Strong%-%,%-%dull pain%-%Low%-%,%-%dull pain%-%Medium%-%,%-%dull pain%-%Strong%-%,%-%flank pain%-%Low%-%,%-%flank pain%-%Medium%-%,%-%flank pain%-%Strong%-%,%-%chronic pain%-%Low%-%,%-%chronic pain%-%Medium%-%,%-%chronic pain%-%Strong%-%,%-%vaginal pain%-%Low%-%,%-%vaginal pain%-%Medium%-%,%-%vaginal pain%-%Strong%-%,%-%nosebleed%-%Low%-%,%-%nosebleed%-%Medium%-%,%-%nosebleed%-%Strong%-%,%-%finger pain%-%Low%-%,%-%finger pain%-%Medium%-%,%-%finger pain%-%Strong%-%,%-%abdominal pain%-%Low%-%,%-%abdominal pain%-%Medium%-%,%-%abdominal pain%-%Strong%-%,%-%back pain%-%Low%-%,%-%back pain%-%Medium%-%,%-%back pain%-%Strong%-%,%-%ankle pain%-%Low%-%,%-%ankle pain%-%Medium%-%,%-%ankle pain%-%Strong%-%,%-%arm pain%-%Low%-%,%-%arm pain%-%Medium%-%,%-%arm pain%-%Strong%-%,%-%elbow pain%-%Low%-%,%-%elbow pain%-%Medium%-%,%-%elbow pain%-%Strong%-%,%-%foot pain%-%Low%-%,%-%foot pain%-%Medium%-%,%-%foot pain%-%Strong%-%,%-%groin pain%-%Low%-%,%-%groin pain%-%Medium%-%,%-%groin pain%-%Strong%-%,%-%hand pain%-%Low%-%,%-%hand pain%-%Medium%-%,%-%hand pain%-%Strong%-%,%-%hip pain%-%Low%-%,%-%hip pain%-%Medium%-%,%-%hip pain%-%Strong%-%,%-%knee pain%-%Low%-%,%-%knee pain%-%Medium%-%,%-%knee pain%-%Strong%-%,%-%leg pain%-%Low%-%,%-%leg pain%-%Medium%-%,%-%leg pain%-%Strong%-%,%-%neck pain%-%Low%-%,%-%neck pain%-%Medium%-%,%-%neck pain%-%Strong%-%,%-%pain during urination%-%Low%-%,%-%pain during urination%-%Medium%-%,%-%pain during urination%-%Strong%-%,%-%pelvic pain%-%Low%-%,%-%pelvic pain%-%Medium%-%,%-%pelvic pain%-%Strong%-%,%-%rectal pain%-%Low%-%,%-%rectal pain%-%Medium%-%,%-%rectal pain%-%Strong%-%,%-%shoulder pain%-%Low%-%,%-%shoulder pain%-%Medium%-%,%-%shoulder pain%-%Strong%-%,%-%wrist pain%-%Low%-%,%-%wrist pain%-%Medium%-%,%-%wrist pain%-%Strong%-%,%-%pain chest%-%Low%-%,%-%pain chest%-%Medium%-%,%-%pain chest%-%Strong%-%,%-%muscle pain%-%Low%-%,%-%muscle pain%-%Medium%-%,%-%muscle pain%-%Strong%-%,%-%testicle pain%-%Low%-%,%-%testicle pain%-%Medium%-%,%-%testicle pain%-%Strong%-%,%-%toe pain%-%Low%-%,%-%toe pain%-%Medium%-%,%-%toe pain%-%Strong%-%,%-%joint pain%-%Low%-%,%-%joint pain%-%Medium%-%,%-%joint pain%-%Strong%-%
abdominal aortic aneurysm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,495,1,1,1,735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,763,1,1,1,440,1,1,1,1,1,1,1,1,1,1,1,1,1,723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,441,730,1,1,1,1,1,1,1,1,1,1,641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,613,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,458,1,1,643,459,1,730,1,1,1,1,1,1,1,735,1,1,428,1,1,556,1,1,1,1,1,1,795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,648,1,1,567,1,1,1,1,1,1,1,1,704,1,1,1,602,1,1,1,1,1,1,1,1,573,1,1,1,421,1,1,1,1,1,1,1,1,1,492,1,1,1,1,1,1,1,1,639,1,1,1,1,1,1,1,1,704,1,1,1,1,1,1,1,475,582,1,1,1,1,1,1,465,1,1,1,549,525,1,1,1,1,1,1,1,1,1,1,1,494,1,1,1,1,1,1,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,321,815,815,815,81,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,53,815,815,815,376,815,815,815,815,815,815,815,815,815,815,815,815,815,93,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,375,86,815,815,815,815,815,815,815,815,815,815,175,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,203,330,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,297,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,358,815,815,173,357,815,86,815,815,815,815,815,815,815,81,815,815,388,815,815,260,815,815,815,815,815,815,21,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,168,815,815,249,815,815,815,815,815,815,815,815,112,815,815,815,214,815,815,815,815,815,815,815,815,243,815,815,815,395,815,815,815,815,815,815,815,815,815,324,815,815,815,815,815,815,815,815,177,815,815,815,815,815,815,815,815,112,815,815,815,815,815,815,815,341,234,815,815,815,815,815,815,351,815,815,815,267,291,815,815,815,815,815,815,815,815,815,815,815,322,815,815,815,815,815,815,816,82,199,535,444,372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,133,234,225,134,371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188,131,156
addison's disease,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,908,1,1,1,1,1,1,1,1,484,1,486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,911,1,1,1,1,1,1,1,1,1,1,1,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,338,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,32,939,939,939,939,939,939,939,939,456,939,454,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,79,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,331,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,939,29,939,939,939,939,939,939,939,939,939,939,939,940,213,212,515,379,561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
adult adhd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,563,1,1,1,1,1,482,1,1,1,621,1,1,1,1,1,1,1,1,1,1,1,1,460,1,1,1,1,1,1,391,1,1,1,1,1,1,1,1,507,528,546,1,1,1,1,412,455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,683,1,1,1,669,1,644,555,1,1,1,1,1,1,1,1,1,717,1,646,1,1,1,1,1,1,1,755,1,1,1,1,459,1,419,1,1,1,1,602,1,1,553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,767,1,1,1,1,1,1,1,1,1,1,1,484,1,1,504,1,1,1,1,631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,409,1,1,1,1,1,1,466,1,616,1,1,1,1,1,1,1,1,1,1,1,1,1,532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,692,1,1,519,1,1,1,555,1,1,1,1,1,1,693,1,1,1,1,1,1,1,1,1,679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,659,1,1,1,399,1,1,599,1,1,1,417,1,1,481,443,1,1,1,1,535,1,1,1,1,1,1,1,1,1,1,1,1,493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,690,1,1,1,1,1,1,1,493,1,1,1,1,1,399,1,1,1,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,211,773,773,773,773,773,292,773,773,773,153,773,773,773,773,773,773,773,773,773,773,773,773,314,773,773,773,773,773,773,383,773,773,773,773,773,773,773,773,267,246,228,773,773,773,773,362,319,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,91,773,773,773,105,773,130,219,773,773,773,773,773,773,773,773,773,57,773,128,773,773,773,773,773,773,773,19,773,773,773,773,315,773,355,773,773,773,773,172,773,773,221,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,7,773,773,773,773,773,773,773,773,773,773,773,290,773,773,270,773,773,773,773,143,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,365,773,773,773,773,773,773,308,773,158,773,773,773,773,773,773,773,773,773,773,773,773,773,242,773,773,773,773,773,773,773,773,773,773,773,773,773,773,82,773,773,255,773,773,773,219,773,773,773,773,773,773,81,773,773,773,773,773,773,773,773,773,95,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,115,773,773,773,375,773,773,175,773,773,773,357,773,773,293,331,773,773,773,773,239,773,773,773,773,773,773,773,773,773,773,773,773,281,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,285,773,773,773,773,773,773,773,773,773,773,773,773,773,773,84,773,773,773,773,773,773,773,281,773,773,773,773,773,375,773,773,773,774,198,222,354,366,408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
alzheimer's disease,1,1,1,1,872,720,1,1,512,1,1,1,1,1,1,797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,781,1,749,800,1,826,1,1,1,1,1,1,698,499,1,1,1,780,1,893,816,1,1,841,1,667,868,1,1,820,1,1,815,1,479,685,625,1,1,1,1,1,1,1,1,1,1,861,1,1,1,1,631,810,636,1,1,1,1,626,1,1,489,667,1,1,1,735,1,1,1,1,1,1,1,1,643,1,1,1,1,1,762,526,1,1,1,1,1,1,1,1,1,711,1,699,1,1,914,1,1,1,1,1,1,1,1,615,1,480,575,1,1,1,1,920,1,1,1,1,1,1,1,1,1,1,771,1,1,774,1,1,1,1,1,504,1,1,1,1,1,1,1,907,1,1,1,1,530,1,697,1,1,1,1,567,1,1,1,1,634,1,554,1,1,1,1,677,1,1,1,1,1,1,1,1,1,1,607,1,1,1,610,1,1,538,1,471,1,1,1,1,1,1,1,1,482,1,1,1,1,607,1,1,1,628,1,771,843,1,517,1,1,1,834,1,673,546,606,660,823,1,918,881,1,1,851,1,605,748,699,1,1,629,1,680,678,530,1,1,914,1,1,1,1,622,1,1,931,1,837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,722,555,1,726,1,1,824,886,623,1,1,599,1,1,770,1,1,626,1,1,1,1,1,1,1,1,1,1,802,1,806,1,708,562,713,1,631,1,1,863,643,510,758,528,1,814,1,1,1,1,1,555,1,1,866,783,811,521,1,1,1,1,1,623,1,1,754,1,764,660,1,1,1,1,1,589,1,494,545,582,1,1,1,1,743,1,1,938,938,938,938,67,219,938,938,427,938,938,938,938,938,938,142,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,158,938,190,139,938,113,938,938,938,938,938,938,241,440,938,938,938,159,938,46,123,938,938,98,938,272,71,938,938,119,938,938,124,938,460,254,314,938,938,938,938,938,938,938,938,938,938,78,938,938,938,938,308,129,303,938,938,938,938,313,938,938,450,272,938,938,938,204,938,938,938,938,938,938,938,938,296,938,938,938,938,938,177,413,938,938,938,938,938,938,938,938,938,228,938,240,938,938,25,938,938,938,938,938,938,938,938,324,938,459,364,938,938,938,938,19,938,938,938,938,938,938,938,938,938,938,168,938,938,165,938,938,938,938,938,435,938,938,938,938,938,938,938,32,938,938,938,938,409,938,242,938,938,938,938,372,938,938,938,938,305,938,385,938,938,938,938,262,938,938,938,938,938,938,938,938,938,938,332,938,938,938,329,938,938,401,938,468,938,938,938,938,938,938,938,938,457,938,938,938,938,332,938,938,938,311,938,168,96,938,422,938,938,938,105,938,266,393,333,279,116,938,21,58,938,938,88,938,334,191,240,938,938,310,938,259,261,409,938,938,25,938,938,938,938,317,938,938,8,938,102,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,217,384,938,213,938,938,115,53,316,938,938,340,938,938,169,938,938,313,938,938,938,938,938,938,938,938,938,938,137,938,133,938,231,377,226,938,308,938,938,76,296,429,181,411,938,125,938,938,938,938,938,384,938,938,73,156,128,418,938,938,938,938,938,316,938,938,185,938,175,279,938,938,938,938,938,350,938,445,394,357,938,938,938,938,196,938,938,939,188,232,519,481,458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95,172,576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89,134,399,1,1,1,315,171,445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,167,433
